name,pick_5,pick_43,pick_68,pick_78,pick_107
Travis Bazzana,0.737999805026344,0.281325277006917,0.426573398058492,0.484672646479122,0.670560705092116
Chase Burns,0.700305939853488,0.281325277006917,0.426573398058492,0.484672646479122,0.670560705092116
Charlie Condon,0.700305939853488,0.281325277006917,0.426573398058492,0.484672646479122,0.670560705092116
Nick Kurtz,0.704799106544883,0.223590099219728,0.162641156745626,0.138261579755986,0.0805961208441084
Hagen Smith,0.737999805026344,0.281325277006917,0.426573398058492,0.484672646479122,0.670560705092116
Jac Caglianone,0.700305939853488,0.281325277006917,0.426573398058492,0.484672646479122,0.670560705092116
JJ Wetherholt,0.737999805026344,0.281325277006917,0.426573398058492,0.484672646479122,0.670560705092116
Christian Moore,0.667105241372026,0.223590099219728,0.162641156745626,0.138261579755986,0.0805961208441084
Konnor Griffin,0.726305910219061,0.311658356960356,0.353807946249093,0.370667781964588,0.434779081815147
Seaver King,0.704799106544883,0.252457688113322,0.294607277402059,0.311467113117554,0.375578412968112
Bryce Rainer,0.726305910219061,0.311658356960356,0.353807946249093,0.370667781964588,0.434779081815147
Braden Montgomery,0.667105241372026,0.252457688113322,0.294607277402059,0.311467113117554,0.375578412968112
Cam Smith,0.667105241372026,0.252457688113322,0.294607277402059,0.311467113117554,0.375578412968112
Jurrangelo Cijntje,0.61942954599885,0.207594091597428,0.146882123498401,0.124708418585787,0.071257526779743
Braylon Payne,0.470197228580963,0.235239125326396,0.176559606429422,0.159421045851622,0.11620714878145
Carson Benge,0.704799106544883,0.223590099219728,0.162641156745626,0.138261579755986,0.0805961208441084
Trey Yesavage,0.704799106544883,0.223590099219728,0.162641156745626,0.138261579755986,0.0805961208441084
Kaelen Culpepper,0.61942954599885,0.207594091597428,0.146882123498401,0.124708418585787,0.071257526779743
Vance Honeycutt,0.581735680825994,0.207594091597428,0.146882123498401,0.124708418585787,0.071257526779743
Kellon Lindsey,0.726305910219061,0.282790768066762,0.221841825592661,0.19746224860302,0.139796789691143
Kash Mayfield,0.726305910219061,0.282790768066762,0.221841825592661,0.19746224860302,0.139796789691143
Ben Hess,0.534059985452818,0.191816274038395,0.132120530540394,0.112464397795187,0.0641320033570796
Dante Nori,0.470197228580963,0.235239125326396,0.176559606429422,0.159421045851622,0.11620714878145
Walker Janek,0.667105241372026,0.223590099219728,0.162641156745626,0.138261579755986,0.0805961208441084
Slade Caldwell,0.678630214845884,0.266794760444462,0.206082792345435,0.183909087432821,0.130458195626777
Malcolm Moore,0.667105241372026,0.223590099219728,0.162641156745626,0.138261579755986,0.0805961208441084
Ryan Waldschmidt,0.704799106544883,0.223590099219728,0.162641156745626,0.138261579755986,0.0805961208441084
Griff O'Ferrall,0.534059985452818,0.191816274038395,0.132120530540394,0.112464397795187,0.0641320033570796
Blake Burke,0.534059985452818,0.191816274038395,0.132120530540394,0.112464397795187,0.0641320033570796
JD Dix,0.593260654299852,0.251016942885429,0.191321199387429,0.171665066642222,0.123332672204113
Braylon Doughty,0.763999775391917,0.282790768066762,0.221841825592661,0.19746224860302,0.139796789691143
Levi Sterling,0.593260654299852,0.251016942885429,0.191321199387429,0.171665066642222,0.123332672204113
Brody Brecht,0.667105241372026,0.252457688113322,0.294607277402059,0.311467113117554,0.375578412968112
Caleb Lomavita,0.581735680825994,0.207594091597428,0.146882123498401,0.124708418585787,0.071257526779743
Tommy White,0.61942954599885,0.207594091597428,0.146882123498401,0.124708418585787,0.071257526779743
David Shields,0.593260654299852,0.251016942885429,0.191321199387429,0.171665066642222,0.123332672204113
Jared Thomas,0.496366120279962,0.191816274038395,0.132120530540394,0.112464397795187,0.0641320033570796
Caleb Bonemer,0.507891093753819,0.235239125326396,0.176559606429422,0.159421045851622,0.11620714878145
Luke Dickerson,0.507891093753819,0.235239125326396,0.176559606429422,0.159421045851622,0.11620714878145
Chris Cortez,0.61942954599885,0.207594091597428,0.146882123498401,0.124708418585787,0.071257526779743
Jonathan Santucci,0.534059985452818,0.191816274038395,0.132120530540394,0.112464397795187,0.0641320033570796
Wyatt Sanford,0.726305910219061,0.282790768066762,0.221841825592661,0.19746224860302,0.139796789691143
Jacob Cozart,0.61942954599885,0.207594091597428,0.146882123498401,0.124708418585787,0.071257526779743
Owen Hall,0.726305910219061,0.282790768066762,0.221841825592661,0.19746224860302,0.139796789691143
Payton Tolle,0.448690424906785,0.176038456479362,0.117358937582388,0.100220377004588,0.0570064799344165
