name,0,0,0,0,0,0
Travis Bazzana,0.38079540465195005,0.16879819186398556,0.010458100332998675,0.0030875020302147415,1.304166237387806e-05,1.1453507716034082e-09
Chase Burns,0.3871612646137933,0.17403441331940417,0.011309984226077319,0.0034096888638709866,1.5820149303322192e-05,1.6310639306686354e-09
Charlie Condon,0.3371484426258984,0.13487972561561587,0.00588472009211551,0.0014896083105753158,3.1580993170202266e-06,8.542027846549619e-11
Nick Kurtz,0.7543216296380201,0.5948143217237065,0.2640308303031174,0.18489829125651966,0.037463999614052425,0.0024495966440905475
Hagen Smith,0.3434456457112984,0.1395582993310346,0.006422244540670565,0.0016641352959496489,3.9178689087681256e-06,1.2674585505598226e-10
Jac Caglianone,0.2550643503674073,0.08066256038657721,0.0015753925317420466,0.0002802984475110056,1.224216987448e-07,2.227305599479605e-13
JJ Wetherholt,0.38079540465195005,0.16879819186398556,0.010458100332998675,0.0030875020302147415,1.304166237387806e-05,1.1453507716034082e-09
Christian Moore,0.7230323061499815,0.5501473608060405,0.2161474280657408,0.14347597949272142,0.022870701865371417,0.0009925882156054295
Konnor Griffin,0.4660819044707325,0.24496096096613273,0.02716597729456297,0.010353524765312972,0.00013734165833546625,8.521211068874361e-08
Seaver King,0.4635052907430682,0.24247147151193874,0.02646388548836324,0.010015538003499917,0.00012875258360628875,7.571193640803033e-08
Bryce Rainer,0.4339581721716953,0.21475768214346624,0.019388002354826794,0.006751583412880573,5.977301811774437e-05,1.858535072478107e-08
Braden Montgomery,0.4741773005884044,0.25285820888138705,0.029467895601256358,0.011477888632325324,0.0001678503008827514,1.2301793987328545e-07
Cam Smith,0.5522283815711068,0.33482578668857343,0.06052460484393031,0.028580414159889427,0.0009904944530407635,3.1703333347563373e-06
Jurrangelo Cijntje,0.8402102989413449,0.7255622402416616,0.4393966492432875,0.35262414892665955,0.1315738963915895,0.02441733063308778
Braylon Payne,0.9343346090746784,0.8823619100083349,0.7255580508864954,0.6658838934208042,0.4532864131660675,0.23497023452427657
Carson Benge,0.6811099677538446,0.4928108019700426,0.16301355392545405,0.10033997745535787,0.011404862367706783,0.00027773539460232524
Trey Yesavage,0.7658821730801698,0.6117201110397563,0.28369675776259345,0.2025253220292658,0.04472627421976768,0.0033880038266384067
Kaelen Culpepper,0.7950422972756291,0.6553232034312394,0.3384593153062429,0.2533015050471966,0.06912123315568214,0.007515972708541383
Vance Honeycutt,0.8004589522699317,0.6635737026551394,0.34949010787876117,0.2638106862789096,0.07481065142770595,0.008686887434799683
Kellon Lindsey,0.633857362249442,0.43166084051819903,0.11607355177187988,0.06524184012467073,0.004935499727766637,5.995073038504135e-05
Kash Mayfield,0.7074492707728127,0.5284979222784795,0.19500946132242297,0.12592963649169198,0.017743885974884212,0.0006237333627170262
Ben Hess,0.9235228287135819,0.8636397016197636,0.6867465464489074,0.6210627632074397,0.3958107492114392,0.18332745914874404
Dante Nori,0.9343346090746784,0.8823619100083349,0.7255580508864954,0.6658838934208042,0.4532864131660675,0.23497023452427657
Walker Janek,0.8044874370666342,0.6697403743447533,0.35787616561431895,0.27185993712279694,0.07931609845381388,0.009668372854139549
Slade Caldwell,0.8068804618211763,0.6734158843372896,0.36293228459000065,0.27673750530303676,0.0821085185068512,0.010300518635537732
Malcolm Moore,0.8044874370666342,0.6697403743447533,0.35787616561431895,0.27185993712279694,0.07931609845381388,0.009668372854139549
Ryan Waldschmidt,0.6811099677538446,0.4928108019700426,0.16301355392545405,0.10033997745535787,0.011404862367706783,0.00027773539460232524
Griff O'Ferrall,0.8886568427768222,0.8045177524139091,0.5726012142334739,0.49325526869570496,0.2528050366061587,0.08069350447732994
