name,pick_26,pick_53,pick_89,pick_119
Travis Bazzana,0.312136660315291,0.339424525427547,0.548581819741815,0.782040374860472
Chase Burns,0.299977348969208,0.339424525427547,0.548581819741815,0.782040374860472
Charlie Condon,0.299977348969208,0.339424525427547,0.548581819741815,0.782040374860472
Nick Kurtz,0.301426757579336,0.199210522230087,0.111444045067382,0.082625382915932
Hagen Smith,0.312136660315291,0.339424525427547,0.548581819741815,0.782040374860472
Jac Caglianone,0.299977348969208,0.339424525427547,0.548581819741815,0.782040374860472
JJ Wetherholt,0.312136660315291,0.339424525427547,0.548581819741815,0.782040374860472
Christian Moore,0.289267446233253,0.199210522230087,0.111444045067382,0.082625382915932
Konnor Griffin,0.348468115080287,0.328518192675851,0.389213601251632,0.491533547735237
Seaver King,0.301426757579336,0.269317523828817,0.330012932404598,0.432332878888202
Bryce Rainer,0.348468115080287,0.328518192675851,0.389213601251632,0.491533547735237
Braden Montgomery,0.289267446233253,0.269317523828817,0.330012932404598,0.432332878888202
Cam Smith,0.289267446233253,0.269317523828817,0.330012932404598,0.432332878888202
Jurrangelo Cijntje,0.270348354353405,0.180142680867323,0.100317343181912,0.0706959267418941
Braylon Payne,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Carson Benge,0.301426757579336,0.199210522230087,0.111444045067382,0.082625382915932
Trey Yesavage,0.301426757579336,0.199210522230087,0.111444045067382,0.082625382915932
Kaelen Culpepper,0.270348354353405,0.180142680867323,0.100317343181912,0.0706959267418941
Vance Honeycutt,0.258189043007323,0.180142680867323,0.100317343181912,0.0706959267418941
Kellon Lindsey,0.348468115080287,0.258411191077121,0.170644713914416,0.141826051762966
Kash Mayfield,0.348468115080287,0.258411191077121,0.170644713914416,0.141826051762966
Ben Hess,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Dante Nori,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Walker Janek,0.289267446233253,0.199210522230087,0.111444045067382,0.082625382915932
Slade Caldwell,0.32954902320044,0.239343349714357,0.159518012028946,0.129896595588928
Malcolm Moore,0.289267446233253,0.199210522230087,0.111444045067382,0.082625382915932
Ryan Waldschmidt,0.301426757579336,0.199210522230087,0.111444045067382,0.082625382915932
Griff O'Ferrall,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Blake Burke,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
JD Dix,0.298470619974509,0.22080539850524,0.150043320622493,0.120554250165049
Braylon Doughty,0.36062742642637,0.258411191077121,0.170644713914416,0.141826051762966
Levi Sterling,0.298470619974509,0.22080539850524,0.150043320622493,0.120554250165049
Brody Brecht,0.289267446233253,0.269317523828817,0.330012932404598,0.432332878888202
Caleb Lomavita,0.258189043007323,0.180142680867323,0.100317343181912,0.0706959267418941
Tommy White,0.270348354353405,0.180142680867323,0.100317343181912,0.0706959267418941
David Shields,0.298470619974509,0.22080539850524,0.150043320622493,0.120554250165049
Jared Thomas,0.227110639781392,0.161604729658206,0.0908426517754595,0.0613535813180149
Caleb Bonemer,0.267392216748579,0.202267447296123,0.140568629216041,0.11121190474117
Luke Dickerson,0.267392216748579,0.202267447296123,0.140568629216041,0.11121190474117
Chris Cortez,0.270348354353405,0.180142680867323,0.100317343181912,0.0706959267418941
Jonathan Santucci,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Wyatt Sanford,0.348468115080287,0.258411191077121,0.170644713914416,0.141826051762966
Jacob Cozart,0.270348354353405,0.180142680867323,0.100317343181912,0.0706959267418941
Owen Hall,0.348468115080287,0.258411191077121,0.170644713914416,0.141826051762966
Payton Tolle,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Tyson Lewis,0.348468115080287,0.258411191077121,0.170644713914416,0.141826051762966
Boston Bateman,0.298470619974509,0.22080539850524,0.150043320622493,0.120554250165049
Bryce Cunningham,0.258189043007323,0.180142680867323,0.100317343181912,0.0706959267418941
Cole Mathis,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Ryan Sloan,0.36062742642637,0.258411191077121,0.170644713914416,0.141826051762966
Carter Johnson,0.36062742642637,0.258411191077121,0.170644713914416,0.141826051762966
Bryce Meccage,0.286311308628426,0.22080539850524,0.150043320622493,0.120554250165049
Khal Stephen,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Billy Amick,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Ethan Anderson,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Carter Holton,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Griffin Burkholder,0.286311308628426,0.22080539850524,0.150043320622493,0.120554250165049
Ivan Luciano,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Dylan Dreiling,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Blake Larson,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Dasan Hill,0.348468115080287,0.258411191077121,0.170644713914416,0.141826051762966
Aiden May,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Luke Holman,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Ethan Schiefelbein,0.298470619974509,0.22080539850524,0.150043320622493,0.120554250165049
Gage Jump,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Ryan Johnson,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Josh Kuroda-Grauer,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Drew Beam,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Cole Messina,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Nick McLain,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Kevin Bazzell,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Brian Holiday,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Nate Dohm,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Josh Hartle,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Joey Oakie,0.317389711854357,0.239343349714357,0.159518012028946,0.129896595588928
Josh Randall,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Brandon Neely,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Mike Sirota,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Cobb Hightower,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Thatcher Hurd,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Ronny Cruz,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Hunter Cranton,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Gage Miller,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Jaron DeBerry,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Nathan Flewelling,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Johnny King,0.267392216748579,0.202267447296123,0.140568629216041,0.11121190474117
Khadim Diaw,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Austin Overn,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Chase Harlan,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Luke Sinnard,0.227110639781392,0.161604729658206,0.0908426517754595,0.0613535813180149
John Spikerman,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Ryan Forcucci,0.227110639781392,0.161604729658206,0.0908426517754595,0.0613535813180149
Daniel Eagen,0.227110639781392,0.161604729658206,0.0908426517754595,0.0613535813180149
Casey Cook,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Rodney Green,0.164953833329532,0.124528827239971,0.071893268962555,0.0500892609899038
Blake Wright,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Casey Saucke,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Jackson Kent,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Ryan Campos,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Austin Gordon,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Eddie Rynders,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
Rafe Schlesinger,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Michael Massey,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Zach Ehrhard,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Dakota Jordan,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Peyton Stovall,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Tyson Neighbors,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Gage Ziehl,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Ty Southisene,0.224154502176566,0.183729496087006,0.131093937809589,0.109289929836938
Josh Caron,0.208191547901545,0.143066778449089,0.0813679603690075,0.0520112358941357
Fenwick Trimble,0.177113144675615,0.124528827239971,0.071893268962555,0.0500892609899038
Marco Dinges,0.164953833329532,0.124528827239971,0.071893268962555,0.0500892609899038
Nate Knowles,0.164953833329532,0.124528827239971,0.071893268962555,0.0500892609899038
Sean Keys,0.239269951127475,0.161604729658206,0.0908426517754595,0.0613535813180149
Jaime Ferrer,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
Chase Allsup,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
Jakob Wright,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
Herick Hernandez,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
Carson DeMartini,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Parker Smith,0.164953833329532,0.124528827239971,0.071893268962555,0.0500892609899038
Tytus Cissell,0.255232905402496,0.202267447296123,0.140568629216041,0.11121190474117
David Hagaman,0.258189043007323,0.180142680867323,0.100317343181912,0.0706959267418941
Kavares Tears,0.227110639781392,0.161604729658206,0.0908426517754595,0.0613535813180149
Clark Candiotti,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
Nick Mitchell,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
Sam Stuhr,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
A.J. Causey,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
Sam Antonacci,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
Braden Davis,0.196032236555462,0.143066778449089,0.0813679603690075,0.0520112358941357
Dylan Jordan,0.161997695724705,0.146653593668771,0.112144554996685,0.105445980028476
Trey Snyder,0.224154502176566,0.183729496087006,0.131093937809589,0.109289929836938
Will Taylor,0.102797026877671,0.0874529248217373,0.0529438861496508,0.0462453111814416
